epoch,binary_accuracy,loss
394,0.75,0.20649886131286621
395,0.75,0.20608580112457275
396,0.75,0.20573794841766357
397,0.75,0.20533785223960876
398,0.75,0.20494498312473297
399,0.75,0.20465236902236938
400,0.75,0.2041524201631546
401,0.75,0.20387826859951019
402,0.75,0.2035728394985199
403,0.75,0.20320723950862885
404,0.75,0.20281253755092621
405,0.75,0.2024046778678894
406,0.75,0.20197117328643799
407,0.75,0.2015766054391861
408,0.75,0.20127128064632416
409,0.75,0.2007727324962616
410,0.75,0.20040079951286316
411,0.75,0.20003527402877808
412,0.75,0.19964170455932617
413,0.75,0.19923466444015503
414,0.75,0.19880935549736023
415,0.75,0.19841977953910828
416,0.75,0.19802911579608917
417,0.75,0.19767633080482483
418,0.75,0.19731245934963226
419,0.75,0.19691970944404602
420,0.75,0.19649854302406311
421,0.75,0.19611161947250366
422,0.75,0.1958809494972229
423,0.75,0.19531644880771637
424,0.75,0.19496124982833862
425,0.75,0.19456876814365387
426,0.75,0.19425104558467865
427,0.75,0.19386047124862671
428,0.75,0.193525031208992
429,0.75,0.19315588474273682
430,0.75,0.19276192784309387
431,0.75,0.19241033494472504
432,0.75,0.19201208651065826
433,0.75,0.19158437848091125
434,0.75,0.19132083654403687
435,0.75,0.19086375832557678
436,0.75,0.19051605463027954
437,0.75,0.19013746082782745
438,0.75,0.18977925181388855
439,0.75,0.18948139250278473
440,0.75,0.18911033868789673
441,0.75,0.18876412510871887
442,0.75,0.18842998147010803
443,0.75,0.18806982040405273
444,0.75,0.18769016861915588
445,0.75,0.1872916966676712
446,0.75,0.1871553510427475
447,0.75,0.18669736385345459
448,0.75,0.18637460470199585
449,0.75,0.1860755980014801
450,0.75,0.18578976392745972
451,0.75,0.18546357750892639
452,0.75,0.18510213494300842
453,0.75,0.18471792340278625
454,0.75,0.1844126284122467
455,0.75,0.18407689034938812
456,0.75,0.18368211388587952
457,0.75,0.18338143825531006
458,0.75,0.18308134377002716
459,0.75,0.18275594711303711
460,0.75,0.18259450793266296
461,0.75,0.18209680914878845
462,0.75,0.18179953098297119
463,0.75,0.18149855732917786
464,0.75,0.18117336928844452
465,0.75,0.1808275580406189
466,0.75,0.18059921264648438
467,0.75,0.18025445938110352
468,0.75,0.17998991906642914
469,0.75,0.17971104383468628
470,0.75,0.17941543459892273
471,0.75,0.17909684777259827
472,0.75,0.17877796292304993
473,0.75,0.17851315438747406
474,0.75,0.17822478711605072
475,0.75,0.17798089981079102
476,0.75,0.17771878838539124
477,0.75,0.17745770514011383
478,0.75,0.17718011140823364
479,0.75,0.17688611149787903
480,0.75,0.17657910287380219
481,0.75,0.17640417814254761
482,0.75,0.17614437639713287
483,0.75,0.17579804360866547
484,0.75,0.17552649974822998
485,0.75,0.1752980649471283
486,0.75,0.17504961788654327
487,0.75,0.17486855387687683
488,0.75,0.17458316683769226
489,0.75,0.17438924312591553
490,0.75,0.17415940761566162
491,0.75,0.17392605543136597
492,0.75,0.17368237674236298
493,0.75,0.173421710729599
494,0.75,0.17315909266471863
495,0.75,0.172933429479599
496,0.75,0.17269545793533325
497,0.75,0.17248447239398956
498,0.75,0.17226630449295044
499,0.75,0.1720404326915741
500,0.75,0.17181606590747833
501,0.75,0.17158423364162445
502,0.75,0.17135223746299744
503,0.75,0.1711156964302063
504,0.75,0.17088192701339722
505,0.75,0.17067047953605652
506,0.75,0.17049165070056915
507,0.75,0.17029601335525513
508,0.75,0.1701081395149231
509,0.75,0.16992762684822083
510,0.75,0.16975513100624084
511,0.75,0.1695687472820282
512,0.75,0.16936832666397095
513,0.75,0.16915737092494965
514,0.75,0.16894157230854034
515,0.75,0.1687694787979126
516,0.75,0.16854533553123474
517,0.75,0.16836391389369965
518,0.75,0.16818867623806
519,0.75,0.16800543665885925
520,0.75,0.16782058775424957
521,0.75,0.16762812435626984
522,0.75,0.16757085919380188
523,0.75,0.16728910803794861
524,0.75,0.16713768243789673
525,0.75,0.1669803261756897
526,0.75,0.16681140661239624
527,0.75,0.16669774055480957
528,0.75,0.16653516888618469
529,0.75,0.16632753610610962
530,0.75,0.16610342264175415
531,0.75,0.16592320799827576
532,0.75,0.16574999690055847
533,0.75,0.16557735204696655
534,0.75,0.16551150381565094
535,0.75,0.16529323160648346
536,0.75,0.16517488658428192
537,0.75,0.1650485098361969
538,0.75,0.16491733491420746
539,0.75,0.16477841138839722
540,0.75,0.16462856531143188
541,0.75,0.16446927189826965
542,0.75,0.16432517766952515
543,0.75,0.1641659140586853
544,0.75,0.16398113965988159
545,0.75,0.1638307124376297
546,0.75,0.16367432475090027
547,0.75,0.16351264715194702
548,0.75,0.16340024769306183
549,0.75,0.16322767734527588
550,0.75,0.16309432685375214
551,0.75,0.16297145187854767
552,0.75,0.16284066438674927
553,0.75,0.16270297765731812
554,0.75,0.16255931556224823
555,0.75,0.16241058707237244
556,0.75,0.1622786819934845
557,0.75,0.16213950514793396
558,0.75,0.1620623916387558
559,0.75,0.16189989447593689
560,0.75,0.1618000864982605
561,0.75,0.16169553995132446
562,0.75,0.16158819198608398
563,0.75,0.16147163510322571
564,0.75,0.16136868298053741
565,0.75,0.16123656928539276
566,0.75,0.16111096739768982
567,0.75,0.16098840534687042
568,0.75,0.16086500883102417
569,0.75,0.16073544323444366
570,0.75,0.16060402989387512
571,0.75,0.16046842932701111
572,0.75,0.16032932698726654
573,0.75,0.16021732985973358
574,0.75,0.16009336709976196
575,0.75,0.15996187925338745
576,0.75,0.15984305739402771
577,0.75,0.15974020957946777
578,0.75,0.1596314013004303
579,0.75,0.15951748192310333
580,0.75,0.15953987836837769
581,0.75,0.15931117534637451
582,0.75,0.15921634435653687
583,0.75,0.15912604331970215
584,0.75,0.15906684100627899
585,0.75,0.15898570418357849
586,0.75,0.15886726975440979
587,0.75,0.15877394378185272
588,0.75,0.15868264436721802
589,0.75,0.15858416259288788
590,0.75,0.15847933292388916
591,0.75,0.15837137401103973
592,0.75,0.15826070308685303
593,0.75,0.15814541280269623
594,0.75,0.15802660584449768
595,0.75,0.1579069048166275
596,0.75,0.15778462588787079
597,0.75,0.15776824951171875
598,0.75,0.15764214098453522
599,0.75,0.1575339138507843
600,0.75,0.15740951895713806
601,0.75,0.15733768045902252
602,0.75,0.15726357698440552
603,0.75,0.15718260407447815
604,0.75,0.15709549188613892
605,0.75,0.15700292587280273
606,0.75,0.15690557658672333
607,0.75,0.15680405497550964
608,0.75,0.15669888257980347
609,0.75,0.15659075975418091
610,0.75,0.1564801037311554
611,0.75,0.1563790887594223
612,0.75,0.15629595518112183
613,0.75,0.15618449449539185
614,0.75,0.15609464049339294
615,0.75,0.15600879490375519
616,0.75,0.15610730648040771
617,0.75,0.15585201978683472
618,0.75,0.15578019618988037
619,0.75,0.15570639073848724
620,0.75,0.15564727783203125
621,0.75,0.15557111799716949
622,0.75,0.15549182891845703
623,0.75,0.15542137622833252
624,0.75,0.1553446501493454
625,0.75,0.15526236593723297
626,0.75,0.15517516434192657
627,0.75,0.15508361160755157
628,0.75,0.15498831868171692
629,0.75,0.154915452003479
630,0.75,0.15483419597148895
631,0.75,0.15472522377967834
632,0.75,0.15465208888053894
633,0.75,0.15457615256309509
634,0.75,0.15449540317058563
635,0.75,0.1544104665517807
636,0.75,0.15432277321815491
637,0.75,0.15423266589641571
638,0.75,0.15413981676101685
639,0.75,0.15404462814331055
640,0.75,0.15406793355941772
641,0.75,0.15394780039787292
642,0.75,0.15380755066871643
643,0.75,0.15374049544334412
644,0.75,0.153668612241745
645,0.75,0.15359237790107727
646,0.75,0.15352331101894379
647,0.75,0.15344157814979553
648,0.75,0.15336900949478149
649,0.75,0.15330037474632263
650,0.75,0.15322954952716827
651,0.75,0.15315458178520203
652,0.75,0.15307596325874329
653,0.75,0.15299414098262787
654,0.75,0.15292268991470337
655,0.75,0.15284153819084167
656,0.75,0.15276928246021271
657,0.75,0.15269939601421356
658,0.75,0.15262569487094879
659,0.75,0.15254861116409302
660,0.75,0.15246859192848206
661,0.75,0.15238600969314575
662,0.75,0.15231421589851379
663,0.75,0.15223830938339233
664,0.75,0.15218323469161987
665,0.75,0.1521337628364563
666,0.75,0.15208294987678528
667,0.75,0.1520361602306366
668,0.75,0.15198472142219543
669,0.75,0.151927649974823
670,0.75,0.15186548233032227
671,0.75,0.15179874002933502
672,0.75,0.15172795951366425
673,0.75,0.15168175101280212
674,0.75,0.15160191059112549
675,0.75,0.15153083205223083
676,0.75,0.1514686644077301
677,0.75,0.15140217542648315
678,0.75,0.151331827044487
679,0.75,0.15125811100006104
680,0.75,0.1511814147233963
681,0.75,0.15110214054584503
682,0.75,0.15105307102203369
683,0.75,0.15098690986633301
684,0.75,0.15089473128318787
685,0.75,0.15083086490631104
686,0.75,0.15077126026153564
687,0.75,0.1507076621055603
688,0.75,0.15064048767089844
689,0.75,0.15057021379470825
690,0.75,0.15049755573272705
691,0.75,0.15042313933372498
692,0.75,0.15034666657447815
693,0.75,0.15026842057704926
694,0.75,0.15020638704299927
695,0.75,0.1501447856426239
696,0.75,0.15005800127983093
697,0.75,0.14999395608901978
698,0.75,0.14994373917579651
699,0.75,0.14987397193908691
700,0.75,0.14981696009635925
701,0.75,0.14975643157958984
702,0.75,0.14969280362129211
703,0.75,0.14962643384933472
704,0.75,0.14955766499042511
705,0.75,0.14950190484523773
706,0.75,0.14943738281726837
707,0.75,0.14937123656272888
708,0.75,0.14931395649909973
709,0.75,0.14925351738929749
710,0.75,0.14919032156467438
711,0.75,0.14912465214729309
712,0.75,0.1490568220615387
713,0.75,0.14900431036949158
714,0.75,0.14893822371959686
715,0.75,0.14887367188930511
716,0.75,0.14881762862205505
717,0.75,0.14875862002372742
718,0.75,0.14871448278427124
719,0.75,0.14864790439605713
720,0.75,0.14859521389007568
721,0.75,0.14853927493095398
722,0.75,0.14848047494888306
723,0.75,0.14841912686824799
724,0.75,0.14835554361343384
725,0.75,0.1482900083065033
726,0.75,0.14822560548782349
727,0.75,0.14816923439502716
728,0.75,0.14811348915100098
729,0.75,0.14805962145328522
730,0.75,0.14800295233726501
731,0.75,0.14794380962848663
732,0.75,0.14788252115249634
733,0.75,0.14781931042671204
734,0.75,0.14780150353908539
735,0.75,0.14773422479629517
736,0.75,0.14767941832542419
737,0.75,0.14764052629470825
738,0.75,0.14759813249111176
739,0.75,0.14755316078662872
740,0.75,0.14750456809997559
741,0.75,0.14747002720832825
742,0.75,0.147408127784729
743,0.75,0.14736969769001007
744,0.75,0.14732708036899567
745,0.75,0.14728060364723206
746,0.75,0.14723068475723267
747,0.75,0.14717765152454376
748,0.75,0.1471218466758728
749,0.75,0.14706367254257202
750,0.75,0.14700332283973694
751,0.75,0.14694115519523621
752,0.75,0.14689306914806366
753,0.75,0.14684304594993591
754,0.75,0.14677329361438751
755,0.75,0.14672195911407471
756,0.75,0.14666801691055298
757,0.75,0.1466117799282074
758,0.75,0.14655353128910065
759,0.75,0.14651302993297577
760,0.75,0.14644932746887207
761,0.75,0.14639592170715332
762,0.75,0.14634758234024048
763,0.75,0.14629657566547394
764,0.75,0.14624321460723877
765,0.75,0.14618778228759766
766,0.75,0.1461305171251297
767,0.75,0.14607168734073639
768,0.75,0.14601151645183563
769,0.75,0.1459643691778183
770,0.75,0.1459096372127533
771,0.75,0.14585034549236298
772,0.75,0.14580181241035461
773,0.75,0.14575114846229553
774,0.75,0.14569853246212006
775,0.75,0.14564418792724609
776,0.75,0.14558835327625275
777,0.75,0.14553141593933105
778,0.75,0.14548158645629883
779,0.75,0.1454300582408905
780,0.75,0.14537689089775085
781,0.75,0.14533694088459015
782,0.75,0.14527486264705658
783,0.75,0.14522546529769897
784,0.75,0.14517433941364288
785,0.75,0.14512644708156586
786,0.75,0.14507599174976349
787,0.75,0.14502826333045959
788,0.75,0.14497871696949005
789,0.75,0.14492759108543396
790,0.75,0.14487504959106445
791,0.75,0.14483517408370972
792,0.75,0.14480811357498169
793,0.75,0.14473730325698853
794,0.75,0.14469721913337708
795,0.75,0.14465470612049103
796,0.75,0.14461001753807068
797,0.75,0.14456337690353394
798,0.75,0.14451503753662109
799,0.75,0.14446517825126648
800,0.75,0.14441403746604919
801,0.75,0.14436176419258118
802,0.75,0.14432808756828308
803,0.75,0.14428132772445679
804,0.75,0.14422221481800079
805,0.75,0.14418001472949982
806,0.75,0.14413587749004364
807,0.75,0.14409002661705017
808,0.75,0.14404265582561493
809,0.75,0.14399394392967224
810,0.75,0.14394409954547882
811,0.75,0.14391550421714783
812,0.75,0.14386409521102905
813,0.75,0.1438109278678894
814,0.75,0.14377060532569885
815,0.75,0.14372839033603668
816,0.75,0.14368446171283722
817,0.75,0.14363904297351837
818,0.75,0.14359232783317566
819,0.75,0.14354442059993744
820,0.75,0.14349554479122162
821,0.75,0.14345237612724304
822,0.75,0.14340335130691528
823,0.75,0.14336526393890381
824,0.75,0.14332593977451324
825,0.75,0.14328482747077942
826,0.75,0.14324215054512024
827,0.75,0.14319911599159241
828,0.75,0.14316228032112122
829,0.75,0.14312443137168884
830,0.75,0.14308473467826843
831,0.75,0.14304336905479431
832,0.75,0.14300057291984558
833,0.75,0.14295649528503418
834,0.75,0.14291128516197205
835,0.75,0.1428651362657547
836,0.75,0.1428181380033493
837,0.75,0.14277154207229614
838,0.75,0.14272913336753845
839,0.75,0.14268913865089417
840,0.75,0.14264965057373047
841,0.75,0.14261108636856079
842,0.75,0.14257100224494934
843,0.75,0.14252959191799164
844,0.75,0.1424870640039444
845,0.75,0.14244347810745239
846,0.75,0.14240403473377228
847,0.75,0.14236044883728027
848,0.75,0.14232052862644196
849,0.75,0.14227937161922455
850,0.75,0.14224061369895935
851,0.75,0.14220060408115387
852,0.75,0.14216253161430359
853,0.75,0.14212316274642944
854,0.75,0.14208263158798218
855,0.75,0.14204105734825134
856,0.75,0.14199861884117126
857,0.75,0.1419706791639328
858,0.75,0.14192250370979309
859,0.75,0.14188545942306519
860,0.75,0.14185130596160889
861,0.75,0.14181555807590485
862,0.75,0.14177843928337097
863,0.75,0.14174005389213562
864,0.75,0.14170064032077789
865,0.75,0.14172826707363129
866,0.75,0.14162907004356384
867,0.75,0.14159631729125977
868,0.75,0.14156214892864227
869,0.75,0.14153656363487244
870,0.75,0.14150591194629669
871,0.75,0.1414702981710434
872,0.75,0.14144223928451538
873,0.75,0.14141279458999634
874,0.75,0.14138147234916687
875,0.75,0.14134843647480011
876,0.75,0.14131389558315277
877,0.75,0.1412779688835144
878,0.75,0.14124082028865814
879,0.75,0.14120262861251831
880,0.75,0.14118656516075134
881,0.75,0.14114817976951599
882,0.75,0.1410999596118927
883,0.75,0.14106869697570801
884,0.75,0.14103579521179199
885,0.75,0.14100143313407898
886,0.75,0.14096581935882568
887,0.75,0.14092907309532166
888,0.75,0.14089134335517883
889,0.75,0.14085274934768677
890,0.75,0.14081339538097382
891,0.75,0.14079576730728149
892,0.75,0.1407555490732193
893,0.75,0.14070835709571838
894,0.75,0.1406765878200531
895,0.75,0.14064344763755798
896,0.75,0.14060910046100616
897,0.75,0.14057368040084839
898,0.75,0.14053733646869659
899,0.75,0.14050012826919556
900,0.75,0.14046227931976318
901,0.75,0.14042377471923828
902,0.75,0.14039340615272522
903,0.75,0.14035291969776154
904,0.75,0.14032125473022461
905,0.75,0.14029033482074738
906,0.75,0.14025816321372986
907,0.75,0.14022490382194519
908,0.75,0.14019063115119934
909,0.75,0.14015555381774902
910,0.75,0.14011970162391663
911,0.75,0.14008322358131409
912,0.75,0.14004619419574738
913,0.75,0.14000871777534485
914,0.75,0.13997596502304077
915,0.75,0.13993816077709198
916,0.75,0.13990910351276398
917,0.75,0.1398792564868927
918,0.75,0.13984832167625427
919,0.75,0.13981637358665466
920,0.75,0.1397835910320282
921,0.75,0.13974998891353607
922,0.75,0.13971573114395142
923,0.75,0.13968090713024139
924,0.75,0.13964559137821198
925,0.75,0.13960985839366913
926,0.75,0.13958065211772919
927,0.75,0.13954412937164307
928,0.75,0.13951495289802551
929,0.75,0.13948641717433929
930,0.75,0.13945683836936951
931,0.75,0.13942632079124451
