epoch,binary_accuracy,loss
0,0.5,0.25442498922348022
1,0.25,0.25437977910041809
2,0.25,0.25429412722587585
3,0.25,0.25417232513427734
4,0.25,0.25401842594146729
5,0.25,0.25383618474006653
6,0.25,0.2536289393901825
7,0.25,0.25339987874031067
8,0.25,0.25315171480178833
9,0.25,0.25288704037666321
10,0.25,0.25260818004608154
11,0.25,0.25231719017028809
12,0.25,0.25201588869094849
13,0.25,0.2517058253288269
14,0.25,0.25138866901397705
15,0.25,0.25106555223464966
16,0.25,0.25073754787445068
17,0.25,0.25040578842163086
18,0.5,0.25007098913192749
19,0.5,0.24973393976688385
20,0.5,0.24939525127410889
21,0.5,0.24943868815898895
22,0.5,0.24949440360069275
23,0.5,0.24954202771186829
24,0.5,0.24958226084709167
25,0.5,0.24961578845977783
26,0.5,0.24964325129985809
27,0.5,0.24966524541378021
28,0.5,0.24968221783638
29,0.5,0.24969470500946045
30,0.5,0.2497030645608902
31,0.5,0.24970772862434387
32,0.5,0.24970901012420654
33,0.5,0.24970725178718567
34,0.5,0.24970270693302155
35,0.5,0.24969570338726044
36,0.5,0.24968641996383667
37,0.5,0.24967506527900696
38,0.5,0.24966186285018921
39,0.5,0.24964696168899536
40,0.5,0.24963052570819855
41,0.5,0.24961268901824951
42,0.5,0.249593585729599
43,0.5,0.24957330524921417
44,0.5,0.24955201148986816
45,0.5,0.24952974915504456
46,0.5,0.24950659275054932
47,0.5,0.24948260188102722
48,0.5,0.24945789575576782
49,0.5,0.24943248927593231
50,0.5,0.24940645694732666
51,0.5,0.24937976896762848
52,0.5,0.24935257434844971
53,0.5,0.24932487308979034
54,0.5,0.249296635389328
55,0.5,0.24926793575286865
56,0.5,0.24923881888389587
57,0.5,0.24920925498008728
58,0.5,0.24917930364608765
59,0.5,0.2491489052772522
60,0.5,0.2491181492805481
61,0.5,0.24908702075481415
62,0.5,0.24905553460121155
63,0.5,0.24902366101741791
64,0.5,0.24899140000343323
65,0.5,0.24895879626274109
66,0.5,0.24892584979534149
67,0.5,0.24889251589775085
68,0.5,0.24885882437229156
69,0.5,0.24882982671260834
70,0.5,0.24885484576225281
71,0.5,0.24884209036827087
72,0.5,0.24879543483257294
73,0.5,0.24878188967704773
74,0.5,0.2487795501947403
75,0.5,0.24877369403839111
76,0.5,0.24876464903354645
77,0.5,0.24875268340110779
78,0.75,0.24873805046081543
79,0.75,0.24872095882892609
80,0.75,0.24870163202285767
81,0.75,0.2486802339553833
82,0.75,0.24865692853927612
83,0.75,0.24863186478614807
84,0.75,0.24860522150993347
85,0.75,0.24860681593418121
86,0.75,0.24859729409217834
87,0.75,0.24855419993400574
88,0.75,0.24854709208011627
89,0.75,0.24854138493537903
90,0.75,0.24853202700614929
91,0.75,0.24851936101913452
92,0.75,0.24850365519523621
93,0.75,0.24848511815071106
94,0.75,0.24846403300762177
95,0.75,0.24844059348106384
96,0.75,0.24841494858264923
97,0.75,0.24838732182979584
98,0.75,0.24835777282714844
99,0.75,0.24836461246013641
100,0.75,0.24835264682769775
101,0.75,0.2483079731464386
102,0.75,0.24828900396823883
103,0.75,0.24828068912029266
104,0.75,0.2482684850692749
105,0.75,0.24825268983840942
106,0.75,0.2482336163520813
107,0.75,0.24821150302886963
108,0.75,0.2481866180896759
109,0.75,0.24815914034843445
110,0.75,0.24812932312488556
111,0.75,0.24809727072715759
112,0.75,0.24808801710605621
113,0.75,0.24807161092758179
114,0.75,0.24802455306053162
115,0.75,0.24800828099250793
116,0.75,0.24798931181430817
117,0.75,0.247967928647995
118,0.75,0.24794352054595947
119,0.75,0.24792951345443726
120,0.75,0.2478947639465332
121,0.75,0.24787002801895142
122,0.75,0.24784550070762634
123,0.75,0.24781818687915802
124,0.75,0.24779462814331055
125,0.75,0.24776129424571991
126,0.75,0.24773147702217102
127,0.75,0.24770219624042511
128,0.75,0.24767467379570007
129,0.75,0.24764397740364075
130,0.75,0.24761584401130676
131,0.75,0.24758556485176086
132,0.75,0.24755086004734039
133,0.75,0.24751436710357666
134,0.75,0.24749158322811127
135,0.75,0.24744708836078644
136,0.75,0.24741414189338684
137,0.75,0.24738287925720215
138,0.75,0.24734517931938171
139,0.75,0.24731394648551941
140,0.75,0.24727961421012878
141,0.75,0.2472417950630188
142,0.75,0.24720063805580139
143,0.75,0.24717436730861664
144,0.75,0.24711975455284119
145,0.75,0.2470950186252594
146,0.75,0.24706749618053436
147,0.75,0.24704304337501526
148,0.75,0.24701774120330811
149,0.75,0.2469865083694458
150,0.75,0.24696084856987
151,0.75,0.24693301320075989
152,0.75,0.24690322577953339
153,0.75,0.24687153100967407
154,0.75,0.24683806300163269
155,0.75,0.24680300056934357
156,0.75,0.24676638841629028
157,0.75,0.2467283308506012
158,0.75,0.24668890237808228
159,0.75,0.24664817750453949
160,0.75,0.24661719799041748
161,0.75,0.24658370018005371
162,0.75,0.24655744433403015
163,0.75,0.24652531743049622
164,0.75,0.2464878112077713
165,0.75,0.24644528329372406
166,0.75,0.24640628695487976
167,0.75,0.24635781347751617
168,0.75,0.24631249904632568
169,0.75,0.24627085030078888
170,0.75,0.24626818299293518
171,0.75,0.24621041119098663
172,0.75,0.24617493152618408
173,0.75,0.24614718556404114
174,0.75,0.24612031877040863
175,0.75,0.24608311057090759
176,0.75,0.24603639543056488
177,0.75,0.24598091840744019
178,0.75,0.24592675268650055
179,0.75,0.24588537216186523
180,0.75,0.2458416223526001
181,0.75,0.24579921364784241
182,0.75,0.24575069546699524
183,0.75,0.24570351839065552
184,0.75,0.24565848708152771
185,0.75,0.24561358988285065
186,0.75,0.24556243419647217
187,0.75,0.2455177903175354
188,0.75,0.24546816945075989
189,0.75,0.2454250156879425
190,0.75,0.24537137150764465
191,0.75,0.24533544480800629
192,0.75,0.24527326226234436
193,0.75,0.24522638320922852
194,0.75,0.24517279863357544
195,0.75,0.24512189626693726
196,0.75,0.24507378041744232
197,0.75,0.24502658843994141
198,0.75,0.24498528242111206
199,0.75,0.24493342638015747
200,0.75,0.24487142264842987
201,0.75,0.2448078989982605
202,0.75,0.24476867914199829
203,0.75,0.24469900131225586
204,0.75,0.24465261399745941
205,0.75,0.24460798501968384
206,0.75,0.24455127120018005
207,0.75,0.24449241161346436
208,0.75,0.24442704021930695
209,0.75,0.24436864256858826
210,0.75,0.24430707097053528
211,0.75,0.24424254894256592
212,0.75,0.24417516589164734
213,0.75,0.24410511553287506
214,0.75,0.24404774606227875
215,0.75,0.24398505687713623
216,0.75,0.24392625689506531
217,0.75,0.24386972188949585
218,0.75,0.24380570650100708
219,0.75,0.24373894929885864
220,0.75,0.24366506934165955
221,0.75,0.24360102415084839
222,0.75,0.24352400004863739
223,0.75,0.24344027042388916
224,0.75,0.24337571859359741
225,0.75,0.24331149458885193
226,0.75,0.24324297904968262
227,0.75,0.24317038059234619
228,0.75,0.24309827387332916
229,0.75,0.24301828444004059
230,0.75,0.24294175207614899
231,0.75,0.24287243187427521
232,0.75,0.24279271066188812
233,0.75,0.24270343780517578
234,0.75,0.24262119829654694
235,0.75,0.24253901839256287
236,0.75,0.24245584011077881
237,0.75,0.2423807680606842
238,0.75,0.24229180812835693
239,0.75,0.24221044778823853
240,0.75,0.24212777614593506
241,0.75,0.24204736948013306
242,0.75,0.24196727573871613
243,0.75,0.24187228083610535
244,0.75,0.24177643656730652
245,0.75,0.2417014092206955
246,0.75,0.24160003662109375
247,0.75,0.24151316285133362
248,0.75,0.2414347231388092
249,0.75,0.2413419783115387
250,0.75,0.24123884737491608
251,0.75,0.2411281019449234
252,0.75,0.24103885889053345
253,0.75,0.24093741178512573
254,0.75,0.24083971977233887
255,0.75,0.24074602127075195
256,0.75,0.24065540730953217
257,0.75,0.24055922031402588
258,0.75,0.24045214056968689
259,0.75,0.24033254384994507
260,0.75,0.24020138382911682
261,0.75,0.24012860655784607
262,0.75,0.24002738296985626
263,0.75,0.2398764044046402
264,0.75,0.23976247012615204
265,0.75,0.23966681957244873
266,0.75,0.23956246674060822
267,0.75,0.23943792283535004
268,0.75,0.23930230736732483
269,0.75,0.2391800582408905
270,0.75,0.23905959725379944
271,0.75,0.23897688090801239
272,0.75,0.23884733021259308
273,0.75,0.23867024481296539
274,0.75,0.23856280744075775
275,0.75,0.23846854269504547
276,0.75,0.23834936320781708
277,0.75,0.23820406198501587
278,0.75,0.23805375397205353
279,0.75,0.23788942396640778
280,0.75,0.23774155974388123
281,0.75,0.23761910200119019
282,0.75,0.23745033144950867
283,0.75,0.23733359575271606
284,0.75,0.23720777034759521
285,0.75,0.2370636910200119
286,0.75,0.23690913617610931
287,0.75,0.23673421144485474
288,0.75,0.23657549917697906
289,0.75,0.2364712655544281
290,0.75,0.23632225394248962
291,0.75,0.23612652719020844
292,0.75,0.23595720529556274
293,0.75,0.23581446707248688
294,0.75,0.23566311597824097
295,0.75,0.23549236357212067
296,0.75,0.23529350757598877
297,0.75,0.23510205745697021
298,0.75,0.23496559262275696
299,0.75,0.23479202389717102
300,0.75,0.23458586633205414
301,0.75,0.23442497849464417
302,0.75,0.23427700996398926
303,0.75,0.23409304022789001
304,0.75,0.23389321565628052
305,0.75,0.23369903862476349
306,0.75,0.23350444436073303
307,0.75,0.23330524563789368
308,0.75,0.2330811619758606
309,0.75,0.23291108012199402
310,0.75,0.23271061480045319
311,0.75,0.2324918806552887
312,0.75,0.23230025172233582
313,0.75,0.23210662603378296
314,0.75,0.23190608620643616
315,0.75,0.23167897760868073
316,0.75,0.23146483302116394
317,0.75,0.23125329613685608
318,0.75,0.23107300698757172
319,0.75,0.23085582256317139
320,0.75,0.23060281574726105
321,0.75,0.23035457730293274
322,0.75,0.23016995191574097
323,0.75,0.22996295988559723
324,0.75,0.22972773015499115
325,0.75,0.22946669161319733
326,0.75,0.22922031581401825
327,0.75,0.22898387908935547
328,0.75,0.2287469357252121
329,0.75,0.22849254310131073
330,0.75,0.22821620106697083
331,0.75,0.22796323895454407
332,0.75,0.22771769762039185
333,0.75,0.22744652628898621
334,0.75,0.2271912693977356
335,0.75,0.2269420325756073
336,0.75,0.22667652368545532
337,0.75,0.22637820243835449
338,0.75,0.22612017393112183
339,0.75,0.22586473822593689
340,0.75,0.22558395564556122
341,0.75,0.22528377175331116
342,0.75,0.22499296069145203
343,0.75,0.22470347583293915
344,0.75,0.22439944744110107
345,0.75,0.22411982715129852
346,0.75,0.22383385896682739
347,0.75,0.22351929545402527
348,0.75,0.22319586575031281
349,0.75,0.22292217612266541
350,0.75,0.2226015031337738
351,0.75,0.22228468954563141
352,0.75,0.22197134792804718
353,0.75,0.22166445851325989
354,0.75,0.2213364839553833
355,0.75,0.2209957093000412
356,0.75,0.22065985202789307
357,0.75,0.22036649286746979
358,0.75,0.22003552317619324
359,0.75,0.21968404948711395
360,0.75,0.21932658553123474
361,0.75,0.21897739171981812
362,0.75,0.21866433322429657
363,0.75,0.21831969916820526
364,0.75,0.21794526278972626
365,0.75,0.21756091713905334
366,0.75,0.21721254289150238
367,0.75,0.21685069799423218
368,0.75,0.21646669507026672
369,0.75,0.21607613563537598
370,0.75,0.21573667228221893
371,0.75,0.21537519991397858
372,0.75,0.21499998867511749
373,0.75,0.2145937979221344
374,0.75,0.21418580412864685
375,0.75,0.21380025148391724
376,0.75,0.21342983841896057
377,0.75,0.21300974488258362
378,0.75,0.21259278059005737
379,0.75,0.21221673488616943
380,0.75,0.21181395649909973
381,0.75,0.21138530969619751
382,0.75,0.21100294589996338
383,0.75,0.21060240268707275
384,0.75,0.21019187569618225
385,0.75,0.20975598692893982
386,0.75,0.2095024585723877
387,0.75,0.2091761976480484
388,0.75,0.20878197252750397
389,0.75,0.20832189917564392
390,0.75,0.20797049999237061
391,0.75,0.20760565996170044
392,0.75,0.20719744265079498
393,0.75,0.20685148239135742
